entitlement_id,person_id,acct_id,platform,role_id,role_name,is_admin_role,permission_id,resource,action,privilege_level,is_sensitive,granted_at
ENT-001171,ID-0221,acct-okt-ID-0221-d3549f,okta,role-okt-003,Everyone,False,perm-okt-04-00,policies,read,read,False,2026-04-27T12:44:11.753005
ENT-001172,ID-0221,acct-okt-ID-0221-d3549f,okta,role-okt-003,Everyone,False,perm-okt-00-00,sso-apps,read,read,False,2026-04-27T12:44:11.753005
ENT-001173,ID-0221,acct-okt-ID-0221-d3549f,okta,role-okt-003,Everyone,False,perm-okt-02-00,user-management,read,read,False,2026-04-27T12:44:11.753005
ENT-001174,ID-0221,acct-okt-ID-0221-d3549f,okta,role-okt-003,Everyone,False,perm-okt-03-01,api-tokens,write,write,False,2026-04-27T12:44:11.753005
ENT-001175,ID-0221,acct-okt-ID-0221-d3549f,okta,role-okt-003,Everyone,False,perm-okt-04-02,policies,create,write,False,2026-04-27T12:44:11.753005
ENT-001176,ID-0221,acct-git-ID-0221-dd5af1,github,role-git-004,Triage,False,perm-git-03-02,packages,create,write,False,2026-05-17T12:44:11.753005
ENT-001177,ID-0221,acct-git-ID-0221-dd5af1,github,role-git-004,Triage,False,perm-git-01-03,repos:public,delete,admin,True,2026-05-17T12:44:11.753005
ENT-001178,ID-0222,acct-sal-ID-0222-c425ed,salesforce,role-sal-002,Standard User,False,perm-sal-01-01,contacts,write,write,False,2025-08-26T12:44:11.753005
ENT-001179,ID-0222,acct-sal-ID-0222-c425ed,salesforce,role-sal-002,Standard User,False,perm-sal-04-04,setup,admin,admin,True,2025-08-26T12:44:11.753005
ENT-001180,ID-0223,acct-git-ID-0223-3ceb2b,github,role-git-003,Collaborator,False,perm-git-00-00,repos:private,read,read,False,2025-10-08T12:44:11.753005
ENT-001181,ID-0223,acct-git-ID-0223-3ceb2b,github,role-git-003,Collaborator,False,perm-git-03-02,packages,create,write,False,2025-10-08T12:44:11.753005
ENT-001182,ID-0223,acct-git-ID-0223-3ceb2b,github,role-git-003,Collaborator,False,perm-git-03-01,packages,write,write,False,2025-10-08T12:44:11.753005
ENT-001183,ID-0223,acct-okt-ID-0223-2765ff,okta,role-okt-005,Help Desk Admin,False,perm-okt-01-01,mfa-config,write,write,False,2025-10-07T12:44:11.753005
ENT-001184,ID-0223,acct-okt-ID-0223-2765ff,okta,role-okt-005,Help Desk Admin,False,perm-okt-00-01,sso-apps,write,write,False,2025-10-07T12:44:11.753005
ENT-001185,ID-0223,acct-okt-ID-0223-2765ff,okta,role-okt-005,Help Desk Admin,False,perm-okt-04-03,policies,delete,admin,True,2025-10-07T12:44:11.753005
ENT-001186,ID-0223,acct-aws-ID-0223-42d2a6,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-05-02,kms:*,create,write,False,2026-01-15T12:44:11.753005
ENT-001187,ID-0223,acct-aws-ID-0223-42d2a6,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-02-02,iam:*,create,write,False,2026-01-15T12:44:11.753005
ENT-001188,ID-0223,acct-aws-ID-0223-42d2a6,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-02,lambda:*,create,write,False,2026-01-15T12:44:11.753005
ENT-001189,ID-0223,acct-aws-ID-0223-42d2a6,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-01,lambda:*,write,write,False,2026-01-15T12:44:11.753005
ENT-001190,ID-0223,acct-aws-ID-0223-42d2a6,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-00,lambda:*,read,read,False,2026-01-15T12:44:11.753005
ENT-001191,ID-0224,acct-sal-ID-0224-d9621d,salesforce,role-sal-005,Chatter User,False,perm-sal-03-01,reports,write,write,False,2026-02-06T12:44:11.753005
ENT-001192,ID-0225,acct-sal-ID-0225-825034,salesforce,role-sal-002,Standard User,False,perm-sal-01-01,contacts,write,write,False,2026-03-21T12:44:11.753005
ENT-001193,ID-0225,acct-sal-ID-0225-825034,salesforce,role-sal-002,Standard User,False,perm-sal-04-04,setup,admin,admin,True,2026-03-21T12:44:11.753005
ENT-001194,ID-0225,acct-act-ID-0225-fa9b2c,active_directory,role-act-005,DNS Admins,False,perm-act-03-01,dns,write,write,False,2026-04-24T12:44:11.753005
ENT-001195,ID-0225,acct-act-ID-0225-fa9b2c,active_directory,role-act-005,DNS Admins,False,perm-act-01-01,file-server,write,write,False,2026-04-24T12:44:11.753005
ENT-001196,ID-0225,acct-git-ID-0225-9480f7,github,role-git-003,Collaborator,False,perm-git-00-00,repos:private,read,read,False,2025-08-21T12:44:11.753005
ENT-001197,ID-0225,acct-git-ID-0225-9480f7,github,role-git-003,Collaborator,False,perm-git-03-02,packages,create,write,False,2025-08-21T12:44:11.753005
ENT-001198,ID-0225,acct-git-ID-0225-9480f7,github,role-git-003,Collaborator,False,perm-git-03-01,packages,write,write,False,2025-08-21T12:44:11.753005
ENT-001199,ID-0226,acct-okt-ID-0226-12f7a4,okta,role-okt-003,Everyone,False,perm-okt-04-00,policies,read,read,False,2025-12-27T12:44:11.753005
ENT-001200,ID-0226,acct-okt-ID-0226-12f7a4,okta,role-okt-003,Everyone,False,perm-okt-00-00,sso-apps,read,read,False,2025-12-27T12:44:11.753005
ENT-001201,ID-0226,acct-okt-ID-0226-12f7a4,okta,role-okt-003,Everyone,False,perm-okt-02-00,user-management,read,read,False,2025-12-27T12:44:11.753005
ENT-001202,ID-0226,acct-okt-ID-0226-12f7a4,okta,role-okt-003,Everyone,False,perm-okt-03-01,api-tokens,write,write,False,2025-12-27T12:44:11.753005
ENT-001203,ID-0226,acct-okt-ID-0226-12f7a4,okta,role-okt-003,Everyone,False,perm-okt-04-02,policies,create,write,False,2025-12-27T12:44:11.753005
ENT-001204,ID-0226,acct-sal-ID-0226-64eb8a,salesforce,role-sal-002,Standard User,False,perm-sal-01-01,contacts,write,write,False,2026-02-13T12:44:11.753005
ENT-001205,ID-0226,acct-sal-ID-0226-64eb8a,salesforce,role-sal-002,Standard User,False,perm-sal-04-04,setup,admin,admin,True,2026-02-13T12:44:11.753005
ENT-001206,ID-0227,acct-act-ID-0227-b2fa17,active_directory,role-act-004,Remote Desktop Users,False,perm-act-04-00,gpo,read,read,False,2025-07-18T12:44:11.753005
ENT-001207,ID-0227,acct-sal-ID-0227-70ddfc,salesforce,role-sal-005,Chatter User,False,perm-sal-03-01,reports,write,write,False,2025-08-31T12:44:11.753005
ENT-001208,ID-0227,acct-aws-ID-0227-35cae3,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-02,s3://prod-data,create,write,False,2025-12-28T12:44:11.753005
ENT-001209,ID-0227,acct-aws-ID-0227-35cae3,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-01,s3://prod-data,write,write,False,2025-12-28T12:44:11.753005
ENT-001210,ID-0227,acct-aws-ID-0227-35cae3,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-03,s3://prod-data,delete,admin,True,2025-12-28T12:44:11.753005
ENT-001211,ID-0227,acct-aws-ID-0227-35cae3,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-01-00,ec2:*,read,read,False,2025-12-28T12:44:11.753005
ENT-001212,ID-0228,acct-aws-ID-0228-1b65d2,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-05-02,kms:*,create,write,False,2025-08-04T12:44:11.753005
ENT-001213,ID-0228,acct-aws-ID-0228-1b65d2,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-02-02,iam:*,create,write,False,2025-08-04T12:44:11.753005
ENT-001214,ID-0228,acct-aws-ID-0228-1b65d2,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-02,lambda:*,create,write,False,2025-08-04T12:44:11.753005
ENT-001215,ID-0228,acct-aws-ID-0228-1b65d2,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-01,lambda:*,write,write,False,2025-08-04T12:44:11.753005
ENT-001216,ID-0228,acct-aws-ID-0228-1b65d2,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-00,lambda:*,read,read,False,2025-08-04T12:44:11.753005
ENT-001217,ID-0228,acct-git-ID-0228-a68635,github,role-git-002,Member,False,perm-git-01-03,repos:public,delete,admin,True,2025-12-24T12:44:11.753005
ENT-001218,ID-0228,acct-git-ID-0228-a68635,github,role-git-002,Member,False,perm-git-00-02,repos:private,create,write,False,2025-12-24T12:44:11.753005
ENT-001219,ID-0229,acct-git-ID-0229-0d3765,github,role-git-003,Collaborator,False,perm-git-00-00,repos:private,read,read,False,2025-06-24T12:44:11.753005
ENT-001220,ID-0229,acct-git-ID-0229-0d3765,github,role-git-003,Collaborator,False,perm-git-03-02,packages,create,write,False,2025-06-24T12:44:11.753005
ENT-001221,ID-0229,acct-git-ID-0229-0d3765,github,role-git-003,Collaborator,False,perm-git-03-01,packages,write,write,False,2025-06-24T12:44:11.753005
ENT-001222,ID-0229,acct-okt-ID-0229-944e80,okta,role-okt-003,Everyone,False,perm-okt-04-00,policies,read,read,False,2025-09-03T12:44:11.753005
ENT-001223,ID-0229,acct-okt-ID-0229-944e80,okta,role-okt-003,Everyone,False,perm-okt-00-00,sso-apps,read,read,False,2025-09-03T12:44:11.753005
ENT-001224,ID-0229,acct-okt-ID-0229-944e80,okta,role-okt-003,Everyone,False,perm-okt-02-00,user-management,read,read,False,2025-09-03T12:44:11.753005
ENT-001225,ID-0229,acct-okt-ID-0229-944e80,okta,role-okt-003,Everyone,False,perm-okt-03-01,api-tokens,write,write,False,2025-09-03T12:44:11.753005
ENT-001226,ID-0229,acct-okt-ID-0229-944e80,okta,role-okt-003,Everyone,False,perm-okt-04-02,policies,create,write,False,2025-09-03T12:44:11.753005
ENT-001227,ID-0230,acct-aws-ID-0230-e3a501,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-02,s3://prod-data,create,write,False,2026-01-24T12:44:11.753005
ENT-001228,ID-0230,acct-aws-ID-0230-e3a501,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-01,s3://prod-data,write,write,False,2026-01-24T12:44:11.753005
ENT-001229,ID-0230,acct-aws-ID-0230-e3a501,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-03,s3://prod-data,delete,admin,True,2026-01-24T12:44:11.753005
ENT-001230,ID-0230,acct-aws-ID-0230-e3a501,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-01-00,ec2:*,read,read,False,2026-01-24T12:44:11.753005
ENT-001231,ID-0230,acct-sal-ID-0230-604be3,salesforce,role-sal-003,Read Only,False,perm-sal-03-00,reports,read,read,False,2026-03-13T12:44:11.753005
ENT-001232,ID-0230,acct-sal-ID-0230-604be3,salesforce,role-sal-003,Read Only,False,perm-sal-03-02,reports,create,write,False,2026-03-13T12:44:11.753005
ENT-001233,ID-0230,acct-sal-ID-0230-604be3,salesforce,role-sal-003,Read Only,False,perm-sal-04-03,setup,delete,admin,True,2026-03-13T12:44:11.753005
ENT-001234,ID-0230,acct-sal-ID-0230-604be3,salesforce,role-sal-003,Read Only,False,perm-sal-03-03,reports,delete,admin,True,2026-03-13T12:44:11.753005
ENT-001235,ID-0231,acct-git-ID-0231-aa8400,github,role-git-003,Collaborator,False,perm-git-00-00,repos:private,read,read,False,2025-09-11T12:44:11.753005
ENT-001236,ID-0231,acct-git-ID-0231-aa8400,github,role-git-003,Collaborator,False,perm-git-03-02,packages,create,write,False,2025-09-11T12:44:11.753005
ENT-001237,ID-0231,acct-git-ID-0231-aa8400,github,role-git-003,Collaborator,False,perm-git-03-01,packages,write,write,False,2025-09-11T12:44:11.753005
ENT-001238,ID-0231,acct-sal-ID-0231-647077,salesforce,role-sal-002,Standard User,False,perm-sal-01-01,contacts,write,write,False,2025-12-15T12:44:11.753005
ENT-001239,ID-0231,acct-sal-ID-0231-647077,salesforce,role-sal-002,Standard User,False,perm-sal-04-04,setup,admin,admin,True,2025-12-15T12:44:11.753005
ENT-001240,ID-0232,acct-aws-ID-0232-f70962,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-05-02,kms:*,create,write,False,2026-01-10T12:44:11.753005
ENT-001241,ID-0232,acct-aws-ID-0232-f70962,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-02-02,iam:*,create,write,False,2026-01-10T12:44:11.753005
ENT-001242,ID-0232,acct-aws-ID-0232-f70962,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-02,lambda:*,create,write,False,2026-01-10T12:44:11.753005
ENT-001243,ID-0232,acct-aws-ID-0232-f70962,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-01,lambda:*,write,write,False,2026-01-10T12:44:11.753005
ENT-001244,ID-0232,acct-aws-ID-0232-f70962,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-00,lambda:*,read,read,False,2026-01-10T12:44:11.753005
ENT-001245,ID-0232,acct-sal-ID-0232-195f9c,salesforce,role-sal-005,Chatter User,False,perm-sal-03-01,reports,write,write,False,2025-11-06T12:44:11.753005
ENT-001246,ID-0232,acct-act-ID-0232-6a925b,active_directory,role-act-004,Remote Desktop Users,False,perm-act-04-00,gpo,read,read,False,2026-02-13T12:44:11.753005
ENT-001247,ID-0233,acct-okt-ID-0233-76a59b,okta,role-okt-005,Help Desk Admin,False,perm-okt-01-01,mfa-config,write,write,False,2025-12-16T12:44:11.753005
ENT-001248,ID-0233,acct-okt-ID-0233-76a59b,okta,role-okt-005,Help Desk Admin,False,perm-okt-00-01,sso-apps,write,write,False,2025-12-16T12:44:11.753005
ENT-001249,ID-0233,acct-okt-ID-0233-76a59b,okta,role-okt-005,Help Desk Admin,False,perm-okt-04-03,policies,delete,admin,True,2025-12-16T12:44:11.753005
ENT-001250,ID-0233,acct-sal-ID-0233-5cbb3f,salesforce,role-sal-002,Standard User,False,perm-sal-01-01,contacts,write,write,False,2026-05-04T12:44:11.753005
ENT-001251,ID-0233,acct-sal-ID-0233-5cbb3f,salesforce,role-sal-002,Standard User,False,perm-sal-04-04,setup,admin,admin,True,2026-05-04T12:44:11.753005
ENT-001252,ID-0234,acct-git-ID-0234-e05e17,github,role-git-004,Triage,False,perm-git-03-02,packages,create,write,False,2025-11-20T12:44:11.753005
ENT-001253,ID-0234,acct-git-ID-0234-e05e17,github,role-git-004,Triage,False,perm-git-01-03,repos:public,delete,admin,True,2025-11-20T12:44:11.753005
ENT-001254,ID-0235,acct-aws-ID-0235-d7ed98,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-02,s3://prod-data,create,write,False,2025-06-29T12:44:11.753005
ENT-001255,ID-0235,acct-aws-ID-0235-d7ed98,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-01,s3://prod-data,write,write,False,2025-06-29T12:44:11.753005
ENT-001256,ID-0235,acct-aws-ID-0235-d7ed98,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-03,s3://prod-data,delete,admin,True,2025-06-29T12:44:11.753005
ENT-001257,ID-0235,acct-aws-ID-0235-d7ed98,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-01-00,ec2:*,read,read,False,2025-06-29T12:44:11.753005
ENT-001258,ID-0236,acct-aws-ID-0236-ddecdc,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-05-02,kms:*,create,write,False,2026-02-12T12:44:11.753005
ENT-001259,ID-0236,acct-aws-ID-0236-ddecdc,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-02-02,iam:*,create,write,False,2026-02-12T12:44:11.753005
ENT-001260,ID-0236,acct-aws-ID-0236-ddecdc,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-02,lambda:*,create,write,False,2026-02-12T12:44:11.753005
ENT-001261,ID-0236,acct-aws-ID-0236-ddecdc,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-01,lambda:*,write,write,False,2026-02-12T12:44:11.753005
ENT-001262,ID-0236,acct-aws-ID-0236-ddecdc,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-00,lambda:*,read,read,False,2026-02-12T12:44:11.753005
ENT-001263,ID-0236,acct-git-ID-0236-81fbf0,github,role-git-002,Member,False,perm-git-01-03,repos:public,delete,admin,True,2025-07-03T12:44:11.753005
ENT-001264,ID-0236,acct-git-ID-0236-81fbf0,github,role-git-002,Member,False,perm-git-00-02,repos:private,create,write,False,2025-07-03T12:44:11.753005
ENT-001265,ID-0236,acct-okt-ID-0236-ccce2f,okta,role-okt-004,App User,False,perm-okt-02-01,user-management,write,write,False,2025-08-31T12:44:11.753005
ENT-001266,ID-0237,acct-sal-ID-0237-d3315e,salesforce,role-sal-003,Read Only,False,perm-sal-03-00,reports,read,read,False,2026-02-06T12:44:11.753005
ENT-001267,ID-0237,acct-sal-ID-0237-d3315e,salesforce,role-sal-003,Read Only,False,perm-sal-03-02,reports,create,write,False,2026-02-06T12:44:11.753005
ENT-001268,ID-0237,acct-sal-ID-0237-d3315e,salesforce,role-sal-003,Read Only,False,perm-sal-04-03,setup,delete,admin,True,2026-02-06T12:44:11.753005
ENT-001269,ID-0237,acct-sal-ID-0237-d3315e,salesforce,role-sal-003,Read Only,False,perm-sal-03-03,reports,delete,admin,True,2026-02-06T12:44:11.753005
ENT-001270,ID-0237,acct-aws-ID-0237-84e823,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-05-02,kms:*,create,write,False,2025-07-10T12:44:11.753005
ENT-001271,ID-0237,acct-aws-ID-0237-84e823,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-02-02,iam:*,create,write,False,2025-07-10T12:44:11.753005
ENT-001272,ID-0237,acct-aws-ID-0237-84e823,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-02,lambda:*,create,write,False,2025-07-10T12:44:11.753005
ENT-001273,ID-0237,acct-aws-ID-0237-84e823,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-01,lambda:*,write,write,False,2025-07-10T12:44:11.753005
ENT-001274,ID-0237,acct-aws-ID-0237-84e823,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-00,lambda:*,read,read,False,2025-07-10T12:44:11.753005
ENT-001275,ID-0237,acct-act-ID-0237-f346fa,active_directory,role-act-003,Domain User,False,perm-act-02-01,exchange,write,write,False,2026-01-23T12:44:11.753005
ENT-001276,ID-0237,acct-act-ID-0237-f346fa,active_directory,role-act-003,Domain User,False,perm-act-01-00,file-server,read,read,False,2026-01-23T12:44:11.753005
ENT-001277,ID-0237,acct-act-ID-0237-f346fa,active_directory,role-act-003,Domain User,False,perm-act-01-02,file-server,create,write,False,2026-01-23T12:44:11.753005
ENT-001278,ID-0238,acct-aws-ID-0238-41d0da,aws_iam,role-aws-004,S3ReadOnly,False,perm-aws-01-00,ec2:*,read,read,False,2025-08-07T12:44:11.753005
ENT-001279,ID-0238,acct-aws-ID-0238-41d0da,aws_iam,role-aws-004,S3ReadOnly,False,perm-aws-05-01,kms:*,write,write,False,2025-08-07T12:44:11.753005
ENT-001280,ID-0238,acct-sal-ID-0238-e2a7b8,salesforce,role-sal-003,Read Only,False,perm-sal-03-00,reports,read,read,False,2026-04-12T12:44:11.753005
ENT-001281,ID-0238,acct-sal-ID-0238-e2a7b8,salesforce,role-sal-003,Read Only,False,perm-sal-03-02,reports,create,write,False,2026-04-12T12:44:11.753005
ENT-001282,ID-0238,acct-sal-ID-0238-e2a7b8,salesforce,role-sal-003,Read Only,False,perm-sal-04-03,setup,delete,admin,True,2026-04-12T12:44:11.753005
ENT-001283,ID-0238,acct-sal-ID-0238-e2a7b8,salesforce,role-sal-003,Read Only,False,perm-sal-03-03,reports,delete,admin,True,2026-04-12T12:44:11.753005
ENT-001284,ID-0239,acct-aws-ID-0239-bf379c,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-02,s3://prod-data,create,write,False,2026-02-19T12:44:11.753005
ENT-001285,ID-0239,acct-aws-ID-0239-bf379c,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-01,s3://prod-data,write,write,False,2026-02-19T12:44:11.753005
ENT-001286,ID-0239,acct-aws-ID-0239-bf379c,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-03,s3://prod-data,delete,admin,True,2026-02-19T12:44:11.753005
ENT-001287,ID-0239,acct-aws-ID-0239-bf379c,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-01-00,ec2:*,read,read,False,2026-02-19T12:44:11.753005
ENT-001288,ID-0239,acct-git-ID-0239-1ac34a,github,role-git-004,Triage,False,perm-git-03-02,packages,create,write,False,2025-12-12T12:44:11.753005
ENT-001289,ID-0239,acct-git-ID-0239-1ac34a,github,role-git-004,Triage,False,perm-git-01-03,repos:public,delete,admin,True,2025-12-12T12:44:11.753005
ENT-001290,ID-0239,acct-okt-ID-0239-f46018,okta,role-okt-005,Help Desk Admin,False,perm-okt-01-01,mfa-config,write,write,False,2025-10-10T12:44:11.753005
ENT-001291,ID-0239,acct-okt-ID-0239-f46018,okta,role-okt-005,Help Desk Admin,False,perm-okt-00-01,sso-apps,write,write,False,2025-10-10T12:44:11.753005
ENT-001292,ID-0239,acct-okt-ID-0239-f46018,okta,role-okt-005,Help Desk Admin,False,perm-okt-04-03,policies,delete,admin,True,2025-10-10T12:44:11.753005
ENT-001293,ID-0240,acct-okt-ID-0240-778daf,okta,role-okt-004,App User,False,perm-okt-02-01,user-management,write,write,False,2025-10-07T12:44:11.753005
ENT-001294,ID-0241,acct-okt-ID-0241-4e9782,okta,role-okt-004,App User,False,perm-okt-02-01,user-management,write,write,False,2025-07-18T12:44:11.753005
ENT-001295,ID-0241,acct-sal-ID-0241-3e4dcc,salesforce,role-sal-005,Chatter User,False,perm-sal-03-01,reports,write,write,False,2026-06-01T12:44:11.753005
ENT-001296,ID-0242,acct-git-ID-0242-d0d4d2,github,role-git-003,Collaborator,False,perm-git-00-00,repos:private,read,read,False,2025-12-23T12:44:11.753005
ENT-001297,ID-0242,acct-git-ID-0242-d0d4d2,github,role-git-003,Collaborator,False,perm-git-03-02,packages,create,write,False,2025-12-23T12:44:11.753005
ENT-001298,ID-0242,acct-git-ID-0242-d0d4d2,github,role-git-003,Collaborator,False,perm-git-03-01,packages,write,write,False,2025-12-23T12:44:11.753005
ENT-001299,ID-0242,acct-sal-ID-0242-2b4565,salesforce,role-sal-003,Read Only,False,perm-sal-03-00,reports,read,read,False,2025-08-24T12:44:11.753005
ENT-001300,ID-0242,acct-sal-ID-0242-2b4565,salesforce,role-sal-003,Read Only,False,perm-sal-03-02,reports,create,write,False,2025-08-24T12:44:11.753005
ENT-001301,ID-0242,acct-sal-ID-0242-2b4565,salesforce,role-sal-003,Read Only,False,perm-sal-04-03,setup,delete,admin,True,2025-08-24T12:44:11.753005
ENT-001302,ID-0242,acct-sal-ID-0242-2b4565,salesforce,role-sal-003,Read Only,False,perm-sal-03-03,reports,delete,admin,True,2025-08-24T12:44:11.753005
ENT-001303,ID-0242,acct-act-ID-0242-d3df89,active_directory,role-act-005,DNS Admins,False,perm-act-03-01,dns,write,write,False,2026-02-13T12:44:11.753005
ENT-001304,ID-0242,acct-act-ID-0242-d3df89,active_directory,role-act-005,DNS Admins,False,perm-act-01-01,file-server,write,write,False,2026-02-13T12:44:11.753005
ENT-001305,ID-0243,acct-act-ID-0243-345851,active_directory,role-act-005,DNS Admins,False,perm-act-03-01,dns,write,write,False,2026-01-05T12:44:11.753005
ENT-001306,ID-0243,acct-act-ID-0243-345851,active_directory,role-act-005,DNS Admins,False,perm-act-01-01,file-server,write,write,False,2026-01-05T12:44:11.753005
ENT-001307,ID-0243,acct-okt-ID-0243-1f2463,okta,role-okt-003,Everyone,False,perm-okt-04-00,policies,read,read,False,2026-02-02T12:44:11.753005
ENT-001308,ID-0243,acct-okt-ID-0243-1f2463,okta,role-okt-003,Everyone,False,perm-okt-00-00,sso-apps,read,read,False,2026-02-02T12:44:11.753005
ENT-001309,ID-0243,acct-okt-ID-0243-1f2463,okta,role-okt-003,Everyone,False,perm-okt-02-00,user-management,read,read,False,2026-02-02T12:44:11.753005
ENT-001310,ID-0243,acct-okt-ID-0243-1f2463,okta,role-okt-003,Everyone,False,perm-okt-03-01,api-tokens,write,write,False,2026-02-02T12:44:11.753005
ENT-001311,ID-0243,acct-okt-ID-0243-1f2463,okta,role-okt-003,Everyone,False,perm-okt-04-02,policies,create,write,False,2026-02-02T12:44:11.753005
ENT-001312,ID-0244,acct-act-ID-0244-70f959,active_directory,role-act-005,DNS Admins,False,perm-act-03-01,dns,write,write,False,2026-05-14T12:44:11.753005
ENT-001313,ID-0244,acct-act-ID-0244-70f959,active_directory,role-act-005,DNS Admins,False,perm-act-01-01,file-server,write,write,False,2026-05-14T12:44:11.753005
ENT-001314,ID-0244,acct-git-ID-0244-e30ab7,github,role-git-003,Collaborator,False,perm-git-00-00,repos:private,read,read,False,2026-05-05T12:44:11.753005
ENT-001315,ID-0244,acct-git-ID-0244-e30ab7,github,role-git-003,Collaborator,False,perm-git-03-02,packages,create,write,False,2026-05-05T12:44:11.753005
ENT-001316,ID-0244,acct-git-ID-0244-e30ab7,github,role-git-003,Collaborator,False,perm-git-03-01,packages,write,write,False,2026-05-05T12:44:11.753005
ENT-001317,ID-0245,acct-git-ID-0245-752bb0,github,role-git-002,Member,False,perm-git-01-03,repos:public,delete,admin,True,2025-07-04T12:44:11.753005
ENT-001318,ID-0245,acct-git-ID-0245-752bb0,github,role-git-002,Member,False,perm-git-00-02,repos:private,create,write,False,2025-07-04T12:44:11.753005
ENT-001319,ID-0245,acct-okt-ID-0245-753555,okta,role-okt-003,Everyone,False,perm-okt-04-00,policies,read,read,False,2025-10-19T12:44:11.753005
ENT-001320,ID-0245,acct-okt-ID-0245-753555,okta,role-okt-003,Everyone,False,perm-okt-00-00,sso-apps,read,read,False,2025-10-19T12:44:11.753005
ENT-001321,ID-0245,acct-okt-ID-0245-753555,okta,role-okt-003,Everyone,False,perm-okt-02-00,user-management,read,read,False,2025-10-19T12:44:11.753005
ENT-001322,ID-0245,acct-okt-ID-0245-753555,okta,role-okt-003,Everyone,False,perm-okt-03-01,api-tokens,write,write,False,2025-10-19T12:44:11.753005
ENT-001323,ID-0245,acct-okt-ID-0245-753555,okta,role-okt-003,Everyone,False,perm-okt-04-02,policies,create,write,False,2025-10-19T12:44:11.753005
ENT-001324,ID-0246,acct-act-ID-0246-6f81c5,active_directory,role-act-005,DNS Admins,False,perm-act-03-01,dns,write,write,False,2025-09-30T12:44:11.753005
ENT-001325,ID-0246,acct-act-ID-0246-6f81c5,active_directory,role-act-005,DNS Admins,False,perm-act-01-01,file-server,write,write,False,2025-09-30T12:44:11.753005
ENT-001326,ID-0246,acct-git-ID-0246-ca7adc,github,role-git-004,Triage,False,perm-git-03-02,packages,create,write,False,2025-09-24T12:44:11.753005
ENT-001327,ID-0246,acct-git-ID-0246-ca7adc,github,role-git-004,Triage,False,perm-git-01-03,repos:public,delete,admin,True,2025-09-24T12:44:11.753005
ENT-001328,ID-0247,acct-act-ID-0247-21cca7,active_directory,role-act-003,Domain User,False,perm-act-02-01,exchange,write,write,False,2025-09-01T12:44:11.753005
ENT-001329,ID-0247,acct-act-ID-0247-21cca7,active_directory,role-act-003,Domain User,False,perm-act-01-00,file-server,read,read,False,2025-09-01T12:44:11.753005
ENT-001330,ID-0247,acct-act-ID-0247-21cca7,active_directory,role-act-003,Domain User,False,perm-act-01-02,file-server,create,write,False,2025-09-01T12:44:11.753005
ENT-001331,ID-0247,acct-git-ID-0247-d60698,github,role-git-002,Member,False,perm-git-01-03,repos:public,delete,admin,True,2025-10-25T12:44:11.753005
